tarih,il,kosu,atno,at,baba,mesafe,zemin,irk,saat,kosu_yorum,kosu_final,gecmis_n,p50_max,p50_ort,p66_max,p66_ort,p75_max,p75_ort,derece_en_iyi_cs,g30_en_iyi,g30_n,songalop_en_iyi,songalop_n,orj_kalite,orj_mesafe,orj_sprinter,orj_kacak,dede_kalite,dede_mesafe,extrem_tip,extrem_gun,gec_cikis,derecesiz,gecmis_yok,kacinci,kazandi,ilk3,agf_final,agf_sira,derece_sonuc,ganyan,durum
11.07.2026,Ankara,1,1,GRENTLY WINS,RHYTHM DIVINE,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,5,7.0,4.7,13.663599999999995,8.73,15.75,9.15,6685,-0.7,3,-0.1,1,0.0,,0.33,,4.04,,,,0,0,0,8,0,0,11.38,4,1:39.14,"7,65",tamam
11.07.2026,Ankara,1,2,ÇAPGUR,FINESSE,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,0,,,,,,,,-0.3,1,3.2,1,0.0,,0.18,,0.65,,,,0,0,1,5,0,0,3.7,8,1:38.09,"18,60",tamam
11.07.2026,Ankara,1,3,SCHATZ,TOROK,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,4,12.5,4.75,14.332799999999995,4.58,11.75,2.62,6637,-2.9,3,-0.8,1,2.74,,0.25,,2.86,,,,0,0,0,2,0,1,20.47,2,1:37.62,"4,35",tamam
11.07.2026,Ankara,1,4,DOĞAN AYŞE,GOOD CURRY,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,2,17.5,9.5,22.667799999999993,12.0,21.5,10.12,6809,-0.2,1,-0.2,1,0.05,,,,2.98,,,,0,0,0,,0,0,,,,,kosmadi_veya_eslesmedi
11.07.2026,Ankara,1,5,EURO POWER,DAREDEVIL,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,3,11.0,5.17,14.33219999999999,6.78,10.25,4.83,6753,-1.2,2,0.3,1,0.03,,0.2,,,,,,0,0,0,7,0,0,3.14,9,1:38.81,"11,75",tamam
11.07.2026,Ankara,1,6,MYBOYFRIEND,MYBOYCHARLIE,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,0,,,,,,,,,0,4.1,1,0.27,,0.31,,2.4,,,,0,0,1,3,0,1,3.02,10,1:37.63,"16,45",tamam
11.07.2026,Ankara,1,7,AKIN BEYLİ,RUNNER BULL,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,3,4.0,0.67,17.328799999999994,7.11,19.5,5.92,6686,,0,4.4,1,,,1.0,,0.66,,,,0,0,0,4,0,0,25.61,1,1:37.68,"3,10",tamam
11.07.2026,Ankara,1,8,MIDNIGHT MIRAGE,EPAULETTE,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,4,10.0,3.0,8.332399999999996,3.58,6.5,2.81,6790,-1.2,2,-1.2,1,0.13,,0.3,,0.02,,,,0,0,0,11,0,0,11.77,3,Derecesiz,"5,45",tamam
11.07.2026,Ankara,1,9,BABİLİ,SMART ROBIN,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,1,-6.0,-6.0,-4.666000000000004,-4.67,-6.5,-6.5,6699,-0.8,4,0.1,1,0.43,,0.19,,1.89,,,,0,0,0,9,0,0,6.32,6,1:40.79,"9,00",tamam
11.07.2026,Ankara,1,10,SIEGREICH,BLAZE TO WIN,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,4,6.0,3.25,19.328799999999994,8.08,21.5,7.06,6677,-3.0,3,-1.1,1,0.0,,0.09,,0.25,,,,0,0,0,1,1,1,8.58,5,1:37.53,"10,90",tamam
11.07.2026,Ankara,1,11,SIMAZE,LUXOR,1600,Çim,İngiliz,13:30,Sprinter/Stalker,-24.89363431977111,2,7.5,6.0,7.672999999999995,6.34,4.0,3.25,6737,-0.2,1,1.4,1,4.04,,0.22,,1.85,,,,0,0,0,6,0,0,5.92,7,1:38.52,"14,10",tamam
11.07.2026,Ankara,2,1,KÜÇÜK AZAT,SABRİNİN ATI,1200,Çim,Arap,14:00,,,4,30.299999999999997,27.42,11.012360000000015,7.51,9.949999999999989,6.51,6725,-1.0,2,-0.2,1,0.0,1.0,0.0,0.0,0.01,0.61,,,0,0,0,2,0,1,23.52,2,1:19.95,"3,75",tamam
11.07.2026,Ankara,2,2,URFA BEYİ,DERHADIR,1200,Çim,Arap,14:00,,,1,33.3,33.3,13.012760000000021,13.01,11.449999999999989,11.45,6749,-0.3,1,1.6,1,0.0,0.3,0.37,15.79,0.48,0.51,,,0,0,0,3,0,1,16.0,3,1:20.25,"5,60",tamam
11.07.2026,Ankara,2,3,ATAERİ,BABA MEVLÜT,1200,Çim,Arap,14:00,,,0,,,,,,,,-0.3,1,0.7,1,0.42,0.55,0.28,10.95,2.42,0.47,,,0,0,1,,0,0,,,,,kosmadi_veya_eslesmedi
11.07.2026,Ankara,2,4,IŞIKALP,SERDÜMEN,1200,Çim,Arap,14:00,,,1,-5.299999999999998,-5.3,-24.587639999999983,-24.59,-25.650000000000006,-25.65,7125,-1.1,1,1.2,1,0.1,0.83,0.25,19.44,0.1,0.68,,,0,0,0,7,0,0,4.08,6,1:26.22,"13,55",tamam
11.07.2026,Ankara,2,5,SUFRİ,DİLİRAN,1200,Çim,Arap,14:00,,,1,-1.2999999999999972,-1.3,-20.587639999999983,-20.59,-21.650000000000006,-21.65,6893,,0,0.2,1,0.12,0.73,0.19,43.01,0.01,0.62,,,0,0,0,8,0,0,7.42,5,1:36.30,"8,55",tamam
11.07.2026,Ankara,2,6,SÜPEROĞLAN,ENDEREFE,1200,Çim,Arap,14:00,,,2,39.7,39.2,20.41236000000002,19.41,19.349999999999994,18.1,6813,-0.2,1,-0.2,1,0.0,0.5,0.13,53.33,2.26,0.47,,,0,0,0,5,0,0,8.82,4,1:20.92,"7,75",tamam
11.07.2026,Ankara,2,7,TAMAMMI DEVAMMI,GÜMBÜRGÜMBÜR,1200,Çim,Arap,14:00,,,0,,,,,,,,-5.2,1,6.5,1,0.02,0.91,0.15,37.5,1.1,0.47,uzun,72,0,0,1,9,0,0,0.49,8,1:38.96,"37,25",tamam
11.07.2026,Ankara,2,8,ALUDRA,SEÇKİN BEY,1200,Çim,Arap,14:00,,,2,1.2999999999999972,1.3,-17.98763999999999,-19.32,-19.05000000000001,-21.05,6775,-1.1,1,1.5,1,,,,,0.01,0.56,,,0,0,0,1,1,1,37.61,1,1:19.80,"1,95",tamam
11.07.2026,Ankara,2,9,GÜZEL ELAM,SERHANTAY,1200,Çim,Arap,14:00,,,0,,,,,,,,-1.1,1,3.8,1,0.2,0.66,0.23,28.57,0.04,0.72,,,0,0,1,4,0,0,0.31,9,1:20.77,"53,70",tamam
11.07.2026,Ankara,2,10,KATI CANAN,KATI SEMİH,1200,Çim,Arap,14:00,,,0,,,,,,,,,0,0.9,1,0.16,0.33,0.0,66.67,0.04,0.95,,,0,0,1,6,0,0,1.65,7,1:22.99,"44,95",tamam
11.07.2026,Ankara,3,1,MY LITTLE BOY,TRAPPE SHOT,1300,Çim,İngiliz,14:30,Nötr,0.8602119316000003,3,6.599999999999994,0.1,7.199759999999987,0.53,6.3999999999999915,-0.27,6672,-1.6,2,0.5,1,0.32,0.88,0.19,24.03,,,,,0,0,0,2,0,1,31.81,2,1:19.82,"3,00",tamam
11.07.2026,Ankara,3,2,BECENE REİS,HEMSWORTH,1300,Çim,İngiliz,14:30,Nötr,0.8602119316000003,2,5.0,3.5,5.599759999999989,3.77,4.799999999999998,2.8,6589,-21.82,1,1.5,1,0.04,1.0,0.13,60.0,0.43,0.41,,,0,0,0,4,0,0,23.75,3,1:20.92,"2,60",tamam
11.07.2026,Ankara,3,3,EL RATON,ELARQAM,1300,Çim,İngiliz,14:30,Nötr,0.8602119316000003,1,1.4000000000000057,1.4,3.9989600000000003,4.0,4.200000000000002,4.2,6704,,0,2.3,1,0.0,1.0,0.0,0.0,2.98,0.4,,,1,0,0,1,1,1,36.16,1,1:19.03,"2,00",tamam
11.07.2026,Ankara,3,4,VENENO,SUPER SAVER,1300,Çim,İngiliz,14:30,Nötr,0.8602119316000003,5,12.0,1.3,14.269359999999995,1.93,10.049999999999997,0.05,6693,-0.6,1,-0.6,1,0.09,0.62,0.25,18.88,2.0,0.61,,,0,0,0,3,0,1,2.19,2,1:20.54,"3,00",tamam
11.07.2026,Ankara,3,5,PONCA,NATIVE KHAN,1300,Çim,İngiliz,14:30,Nötr,0.8602119316000003,2,6.0,5.0,4.600559999999994,3.6,2.799999999999998,2.3,6890,-3.25,3,-3.25,1,1.31,0.55,0.2,28.45,2.0,0.61,,,0,0,0,,0,0,,,,,kosmadi_veya_eslesmedi
11.07.2026,Ankara,3,6,VELOS THALOR,HAKEEM,1300,Çim,İngiliz,14:30,Nötr,0.8602119316000003,0,,,,,,,,-3.2,3,-2.2,1,0.73,0.62,0.21,29.82,2.21,0.5,,,0,0,1,5,0,0,1.49,5,1:22.76,"21,35",tamam
11.07.2026,Ankara,3,7,WISH YOU WERE HERE,LUXOR,1300,Çim,İngiliz,14:30,Nötr,0.8602119316000003,0,,,,,,,,-0.4,1,-0.4,1,4.04,0.56,0.22,25.26,1.31,0.55,,,0,0,1,6,0,0,4.55,4,1:24.85,"13,00",tamam
11.07.2026,Ankara,4,1,DOUBLE WORLD,GOOD CURRY,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,10,39.0,8.45,38.4004,7.33,38.5,8.93,6781,-0.4,1,-0.4,1,0.05,,,43.94,0.52,,,,0,0,0,9,0,0,5.09,7,1:40.59,"13,45",tamam
11.07.2026,Ankara,4,2,PANCHO,KANEKO,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,2,-1.7999999999999972,-1.8,-2.4007999999999967,-4.4,-2.299999999999997,-3.42,6778,-1.5,4,-0.7,1,2.86,,,29.83,0.3,,,,0,0,0,,0,0,,,,,kosmadi_veya_eslesmedi
11.07.2026,Ankara,4,3,SİGUEME,MENDIP,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,10,11.200000000000003,7.45,7.599000000000003,4.9,8.950000000000003,6.23,6700,-2.2,1,-2.2,1,1.22,,,37.94,0.35,,sik,5,0,0,0,5,0,0,7.3,4,1:38.99,"7,25",tamam
11.07.2026,Ankara,4,4,WINNING DRAGON,TIGER MOTH,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,9,6.799999999999998,5.3,6.5323999999999955,2.98,8.299999999999997,3.8,6808,-0.1,1,2.6,1,0.0,,,0.0,0.25,,,,0,0,0,7,0,0,19.13,2,1:39.39,"4,05",tamam
11.07.2026,Ankara,4,5,FEMALE WARRIOR,AGRESIVO,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,2,-5.200000000000002,-7.95,7.530399999999993,-3.14,9.299999999999997,-2.7,6879,-2.7,2,-2.7,1,0.52,,,22.56,1.85,,,,0,0,0,3,0,1,6.46,6,1:38.39,"14,90",tamam
11.07.2026,Ankara,4,6,HIGH HILLS,TILSIT,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,4,0.799999999999998,-0.45,9.530399999999995,3.36,11.299999999999997,4.67,6830,-1.8,4,-0.7,1,0.03,,,52.94,0.0,,,,0,0,0,,0,0,,,,,kosmadi_veya_eslesmedi
11.07.2026,Ankara,4,7,MALCOOBA,COOGER,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,0,,,,,,,,-1.0,1,-1.0,1,0.25,,,5.0,0.46,,,,0,0,1,2,0,1,1.28,10,1:38.14,"31,50",tamam
11.07.2026,Ankara,4,8,MY DEAR DREAM,TU BRUTUS,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,7,3.200000000000002,-3.16,1.6004000000000005,-4.73,3.950000000000003,-4.05,6715,,0,0.3,1,0.01,,,15.38,0.48,,,,0,0,0,8,0,0,12.7,3,1:39.80,"5,45",tamam
11.07.2026,Ankara,4,9,PRINCESS BALA,AGRESIVO,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,5,7.799999999999998,-2.4,1.2027999999999892,-4.07,4.299999999999998,-2.6,6791,-1.3,2,-0.7,1,0.52,,,22.56,2.98,,,,0,0,0,10,0,0,4.17,8,1:41.17,"18,00",tamam
11.07.2026,Ankara,4,10,BABA DOÇKA,AGRESIVO,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,4,-9.0,-11.0,-12.599600000000002,-13.43,-12.0,-13.81,6801,-1.7,1,2.0,1,0.52,,,22.56,2.86,,,,0,0,0,1,1,1,7.9,5,1:37.90,"8,95",tamam
11.07.2026,Ankara,4,11,GOLDEN CANTADO,GOLDEN TOWER,1500,Kum,İngiliz,15:00,Kaçak/Stalker,53.29287927358,0,,,,,,,,-1.7,2,3.9,1,0.03,,,70.59,0.0,,,,0,0,1,11,0,0,1.99,9,1:46.30,"32,30",tamam
11.07.2026,Ankara,5,1,RASTGELOĞLUM,SABRİNİN ATI,1200,Çim,Arap,15:30,,,4,17.0,12.62,6.670000000000001,2.59,4.5,0.31,6564,-0.5,1,1.1,1,0.0,1.0,0.0,0.0,0.48,0.51,,,0,0,0,6,0,0,26.06,2,1:21.09,"3,65",tamam
11.07.2026,Ankara,5,2,ARKANBERK,ESKİŞEHİRLİ,1200,Çim,Arap,15:30,,,0,,,,,,,,,0,1.9,1,0.0,0.88,0.33,7.41,2.26,0.47,uzun,49,0,0,1,2,0,1,2.15,8,1:19.15,"25,35",tamam
11.07.2026,Ankara,5,3,BEŞİRHAT,GÜLBEŞİR,1200,Çim,Arap,15:30,,,3,14.900000000000006,10.57,5.736200000000008,0.18,3.150000000000006,-2.35,6739,,0,1.1,1,0.0,0.0,0.0,100.0,0.02,0.75,,,0,0,0,1,1,1,22.09,3,1:19.10,"3,60",tamam
11.07.2026,Ankara,5,4,GÜNDOĞMUŞ,BESLENEY,1200,Çim,Arap,15:30,,,0,,,,,,,,-0.7,2,1.1,1,0.02,0.64,0.37,3.7,0.09,0.67,,,0,0,1,8,0,0,0.84,10,1:21.71,"30,55",tamam
11.07.2026,Ankara,5,5,HÜKÜMSÜREN,GÜMBÜRGÜMBÜR,1200,Çim,Arap,15:30,,,0,,,,,,,,,0,0.1,1,0.02,0.91,0.15,37.5,1.65,0.69,,,0,0,1,5,0,0,5.9,4,1:21.05,"11,40",tamam
11.07.2026,Ankara,5,6,SEVERBEY,ONURKAAN,1200,Çim,Arap,15:30,,,0,,,,,,,,,0,4.2,1,0.15,0.67,0.23,25.27,0.08,0.38,,,0,0,1,9,0,0,2.32,7,1:21.82,"27,90",tamam
11.07.2026,Ankara,5,7,UTKANBEY,BERKSOY,1200,Çim,Arap,15:30,,,2,-12.599999999999994,-12.6,-22.929999999999993,-22.93,-25.099999999999994,-25.1,6845,-1.1,1,2.2,1,0.67,0.62,0.18,25.44,0.6,0.68,,,1,0,0,3,0,1,27.23,1,1:20.24,"2,85",tamam
11.07.2026,Ankara,5,8,ZAFER İZİ,KAYAYÜREKLİ,1200,Çim,Arap,15:30,,,0,,,,,,,,,0,2.3,1,0.3,0.77,0.33,25.54,0.8,0.54,uzun,83,0,0,1,10,0,0,5.52,6,1:22.23,"8,90",tamam
11.07.2026,Ankara,5,9,AL ZEYNO,SABRİNİN ATI,1200,Çim,Arap,15:30,,,1,-20.0,-20.0,-32.995599999999996,-33.0,-36.5,-36.5,6802,,0,0.2,1,0.0,1.0,0.0,0.0,0.51,0.61,,,0,0,0,4,0,0,5.72,5,1:20.64,"12,40",tamam
11.07.2026,Ankara,5,10,ARKAZGÜLÜ,ÖZGÜNHAN,1200,Çim,Arap,15:30,,,0,,,,,,,,,0,1.7,1,2.31,0.45,0.3,11.89,2.66,0.52,,,0,0,1,,0,0,,,,,kosmadi_veya_eslesmedi
11.07.2026,Ankara,5,11,HAYDİ BİTANEM,DÖVER,1200,Çim,Arap,15:30,,,0,,,,,,,,,0,2.2,1,0.0,1.0,0.0,0.0,2.84,0.65,,,0,0,1,7,0,0,2.08,9,1:21.22,"20,55",tamam
11.07.2026,Ankara,6,1,BEYAZIŞIK,ALTAHA,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,6,1.0,-2.17,2.665800000000004,-1.39,4.0,-0.58,6532,-1.0,2,,0,2.66,0.36,0.22,18.17,2.42,0.45,,,0,0,0,9,0,0,16.56,2,2:39.22,"5,45",tamam
11.07.2026,Ankara,6,2,BOZARSLAN,ÖZGÜNHAN,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,2,-6.0,-7.25,-6.666399999999996,-7.67,-7.0,-8.88,6564,,0,5.8,1,2.31,0.4,0.3,11.89,0.34,0.36,uzun,72,0,0,0,7,0,0,6.84,5,2:36.59,"16,40",tamam
11.07.2026,Ankara,6,3,ERSANŞAH,TAMERİNOĞLU,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,6,-7.0,-12.33,-7.333600000000004,-10.56,-6.75,-10.08,6572,-2.2,2,2.0,1,2.42,0.45,0.37,8.2,,,,,0,0,0,11,0,0,1.6,11,2:42.28,"33,25",tamam
11.07.2026,Ankara,6,4,GÖLGENİN GÜCÜ,SAADIN GÜCÜ,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,7,0.0,-8.07,-0.6663999999999994,-8.29,-1.0,-8.64,6566,-1.1,2,2.2,1,0.21,0.19,0.27,26.8,0.69,0.3,,,0,0,0,12,0,0,1.58,12,2:44.05,"30,25",tamam
11.07.2026,Ankara,6,5,HULKİ,TÜMÖZ BEY,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,9,3.0,-9.78,2.333600000000004,-7.45,2.0,-6.36,6538,-2.6,2,-2.6,1,0.31,0.34,0.1,49.63,0.0,0.19,,,0,0,0,10,0,0,3.35,9,2:41.36,"12,05",tamam
11.07.2026,Ankara,6,6,KAHRAMANOĞLU,ÖZGÜNHAN,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,5,2.0,-3.9,-0.6663999999999959,-4.47,0.0,-2.95,6525,-2.3,3,-2.3,1,2.31,0.4,0.3,11.89,0.02,0.23,,,0,0,0,1,1,1,15.65,3,2:32.20,"4,65",tamam
11.07.2026,Ankara,6,7,KUMBEY,KARAÜZÜM,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,1,-11.5,-11.5,-11.665199999999999,-11.67,-13.75,-13.75,6577,-22.65,1,5.4,1,0.32,0.4,0.24,22.78,2.84,0.18,uzun,72,0,0,0,4,0,0,6.42,6,2:32.79,"10,15",tamam
11.07.2026,Ankara,6,8,TAŞAN,TÜMÖZ BEY,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,7,4.0,-6.29,3.000399999999999,-6.9,2.75,-7.04,6483,-1.6,2,-1.6,1,0.31,0.34,0.1,49.63,1.1,0.27,,,0,0,0,,0,0,,,,,kosmadi_veya_eslesmedi
11.07.2026,Ankara,6,9,TAŞKENT,TAMERİNOĞLU,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,5,1.0,-4.2,0.3336000000000041,-4.27,0.25,-3.5,6518,-2.4,6,-2.4,1,2.42,0.45,0.37,8.2,0.53,0.39,,,0,0,0,2,0,1,10.76,4,2:32.34,"7,35",tamam
11.07.2026,Ankara,6,10,KALBİMDESİN,CANKARDEŞLER,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,3,0.0,-3.83,2.6647999999999996,-2.44,3.0,-1.25,6662,-4.7,6,-1.0,1,0.31,0.24,0.32,23.14,2.31,0.4,,,0,0,0,5,0,0,4.15,7,2:32.82,"20,55",tamam
11.07.2026,Ankara,6,11,CEVAHİRKAN,ÖZGÜNHAN,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,10,-2.5999999999999943,-21.65,-3.9341999999999904,-19.03,-3.0999999999999943,-17.0,6582,-1.6,4,-1.6,1,2.31,0.4,0.3,11.89,2.42,0.45,,,0,0,0,8,0,0,2.96,10,2:37.31,"28,05",tamam
11.07.2026,Ankara,6,12,GÖKIRMAK,DİLİRAN,2100,Kum,Arap,16:00,Nötr,-2.39335931268733,5,-1.0,-14.9,-2.332599999999999,-12.0,-0.5,-9.5,6529,-0.9,1,-0.9,1,0.12,0.16,0.19,43.01,1.1,0.27,,,0,0,0,3,0,1,26.47,1,2:32.55,"2,80",tamam
11.07.2026,Ankara,7,1,BROARTS,CATAPULT,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,5,-1.0,-3.4,1.665199999999999,-3.8,-0.5,-4.35,6545,-3.0,2,-3.0,1,0.05,0.53,0.06,,0.07,0.3,,,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,7,2,CUTHA,VICTOIRE PISA,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,0,,,,,,,,-1.7,1,,0,0.29,0.39,0.31,,0.13,0.57,,,0,0,1,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,7,3,GALİOĞLU,MYBOYCHARLIE,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,2,-4.5,-8.25,-5.332400000000007,-8.83,-4.75,-8.12,6695,-1.4,3,-1.4,1,0.27,0.33,0.31,,1.85,0.38,,,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,7,4,HANDSOME KING,VICTOIRE PISA,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,1,4.0,4.0,-2.331200000000009,-2.33,-2.0,-2.0,6595,-2.2,5,-1.6,1,0.29,0.39,0.31,,1.35,0.45,,,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,7,5,MADRAS,HALICARNASSUS,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,2,3.0,2.5,0.667199999999994,0.0,1.0,0.5,6552,-2.2,4,-1.2,1,0.33,0.31,0.2,,2.98,0.4,,,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,7,6,RIDE THE LIGHTNING,TOROK,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,7,0.0,-5.07,-4.332000000000007,-8.38,-4.0,-7.71,6534,,0,4.9,1,2.74,0.34,0.25,,0.93,0.36,sik,6,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,7,7,ANSHBA,FLY BY ME,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,3,-10.599999999999994,-31.27,-8.599599999999995,-30.27,-8.599999999999994,-30.27,6591,-3.0,4,-0.5,1,0.02,0.38,0.35,,1.01,0.26,,,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,7,8,SUPER TOMO,SUPER SAVER,1900,Çim,İngiliz,16:30,Sprinter/Stalker,-20.24147744711741,7,-14.0,-27.57,-13.335200000000011,-25.67,-10.5,-23.57,6575,-3.9,5,-3.9,1,0.09,0.31,0.25,,0.01,0.15,,,1,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,8,1,CONTINUOUS,KANEKO,1400,Çim,İngiliz,17:00,Nötr,0.2028625825466648,6,-4.0,-11.0,-0.002599999999986835,-6.17,1.25,-3.33,6593,-2.8,2,-0.3,1,2.86,0.51,0.23,29.83,2.4,0.54,,,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,8,2,SHIROKE,TORONADO,1400,Çim,İngiliz,17:00,Nötr,0.2028625825466648,4,0.0,-13.12,5.997400000000012,-7.92,7.25,-4.31,6606,-3.7,2,1.1,1,0.08,0.7,0.5,15.0,0.03,0.0,,,0,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,8,3,LAVENDER,OĞLUM MELİH,1400,Çim,İngiliz,17:00,Nötr,0.2028625825466648,2,0.0,-2.75,7.995400000000017,3.16,10.0,6.25,6590,-1.2,3,-1.2,1,0.1,0.6,0.31,37.5,0.07,0.65,,,1,0,0,,,,,,,,sonuc_bekliyor
11.07.2026,Ankara,8,4,LA JEFA,TOUCH THE WOLF,1400,Çim,İngiliz,17:00,Nötr,0.2028625825466648,3,-3.5,-11.67,3.3320000000000074,-3.56,5.0,-1.33,6634,-2.6,4,-0.2,1,0.42,0.62,0.32,18.18,2.98,0.4,,,0,0,0,,,,,,,,sonuc_bekliyor
