Diyarbakır;(13. Yarış Günü);11/07/2026
1. Kosu :   21.00;Handikap 15 /H3; 3 Yaşlı İngilizler; kg; 1800m; Kum;;;;Rekor Derece :1.53.83
İkramiye;;;;;Yetiştirici Primi;;;;
1.)350.000 TL;2.)140.000 TL;3.)70.000 TL;4.)35.000 TL;5.)17.500 TL;1.)63.000 TL;2.)25.200 TL;3.)12.600 TL;4.)6.300 TL;5.)3.150 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SERREŞ DB SKG SK;3y d  e;EUPRHATES (USA);TIRAULI (IRE);55 +2.00;M.ŞAKİR AP;CEMAL DURMAZ;M.ASLAN;6;%14.99(2);39;2:08.59;4,20;1,5  Boy
2;BLUE RANSOM KG K;3y a  e;BLUEGRASS CAT (USA);FLAX FLOWER (USA);52,5;ZÜL.AYDOĞDİ AP;MEHMET PARILDAR;H.TEKİNALP;5;%22.02(1);36;2:08.87;2,80;3,5 Boy
3;BERMEDEE KG K DB;3y d  e;AUTHORIZED (IRE);ÇARÇIRA;59;H.ALTUNKILIÇ;FERHAT İNAL;MEHM.KAYA;2;%11.81(5);43;2:09.56;9,15;Yarım Boy
4;KING ANCESTOR DB SKG SK;3y d  e;INVINCIBLE SON (IRE);ENDLESS EXPANSE (IRE);56,5;Ç.CANPOLAT AP;MEHMET CANLIKA ;AB.AKIL;8;%10.37(6);42;2:09.69;6,75;1,5  Boy
5;BAD BOYS KG SK;3y d  e;BLUEGRASS CAT (USA);NUIT BLANCHE;52,5;A.VURAL AP;VEDAT ÇİÇEK;E.AÇMAZ;7;%7.44(7);36;2:09.92;9,70;
6;THON KHITCHIBA KG DB SK;3y a  d;KAMEKO (USA);KIYOSHI (GB);53,5;H.YÖNDEN AP;BEDİHA GÖKKAN;Y.BAYSAL;3;%5.07(8);38;2:10.23;19,40;
7;COME AND SEE SKG SK SGKR;3y d  e;BLUEGRASS CAT (USA);QUEEN FLICK;61,5;A.ÇANKAYA;BERAT ERKMEN;K.TAŞDEMİR;1;%13.81(3);48;2:11.72;6,20;
8;TALADRRO SK;3y d  e;TILSIT (USA);VAZIRAH;54 +0.40;R.KURT AP;OKAN MALGİL;MEHM.KAYA;9;%1.8(9);39;2:20.36;57,65;
9;KING BOREAS DB SKG SK;3y d  e;TIZWAY (USA);ELLA;53,5;Y.ÇELİKBAŞ;GİZEM ÇAKMAKOĞLU;MEHM.KAYA;4;%12.68(4);32;2:26.84;6,35;
GANYAN(4) :4,20 TL, İKİLİ(4/8) :10,70 TL, SIRALI İKİLİ(4/8) :23,90 TL

2. Kosu :   21.30;ŞARTLI 5/DHÖW; 4 ve Yukarı Araplar; 57.50kg; 60.00 kg; 2000m; Kum;;;;Rekor Derece :2.20.07
İkramiye;;;;;Yetiştirici Primi;;;;
1.)440.000 TL;2.)176.000 TL;3.)88.000 TL;4.)44.000 TL;5.)22.000 TL;1.)79.200 TL;2.)31.680 TL;3.)15.840 TL;4.)7.920 TL;5.)3.960 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SABIR ÇİÇEĞİ KG K;7y a k;ÖZGÜNHAN;AYCANIM;54 +1.60;İ.AKIN AP;MEHMET TAŞDEMİR;MAHMUT DOĞAN;9;%7.65(7);83;2:34.39;13,15;Burun
2;ÇİLOBEY DB SKG SK;5y a  a;KURUŞAĞA;ASSOS;56 +1.00;A.ÇANKAYA;MEHMET CAN ÇİZİK;E.ÇİZİK;2;%14.67(2);85;2:34.39;5,10;12 Boy
3;KARA KORSAN SKG SK;6y a  a;ÖZHABER;CENNET KUŞU;52;M.T.ERTAL AP;FERHAT ALTIN;E.ALTIN;10;%1.01(13);71;2:36.28;64,15;Boyun
4;YALNIZ BABA DB SK;5y a  a;SAKARBAŞI;KIMIZ;52 +0.10;R.YILDIZ AP;MEHMET NURULLAH KARAKEÇİLİ;M.A.SUBAY;13 - DS;%2.42(1);64;2:36.34;3,05;8,5 Boy
5;YUSUF KAPTAN KG DB SK;4y a  a;ALTINCI HİS;KAFKASLIDEVRANI;55,5 +0.40;R.KURT AP;MEHMET AKYILDIRIM;Y.BAYSAL;4;%2.81(10);66;2:37.75;25,20;
6;HİLVANLIM SK;9y k  a;AKTAŞOĞLU;ŞEBAB KIZI;52 +0.40;H.YÖNDEN AP;FETHİ TEKPINAR;MEHM.KAYA;14 - DS;%10.19(6);86;2:37.87;7,30;
7;ARAPÇELİK KG DB;7y a  a;KAIZBERT (RU);YAMALI;54 +1.20;Ç.CANPOLAT AP;MEHMET NURULLAH KARAKEÇİLİ;M.A.SUBAY;12 - DS;%13.28(1);73;2:38.84;3,05;
8;CİNDERELLA KG;9y a k;ARASLI;CONCORDIA;54 +1.50;C.YILDIRIM AP;HASAN KOÇYİĞİT;E.ALTIN;7;%3.34(9);74;2:46.79;22,60;
9;ÖNDER DB SKG SK;6y a  a;AYABAKAN;GÜLRUZ;52 +2.00;K.C.ABİŞ AP;ŞAHİN DURMAZ;K.TAŞDEMİR;5;%1.21(12);61;2:50.02;51,30;
10;DEVRİALEM KG DB;6y k  a;TAMERİNOĞLU;MAHİDEVRAN;52;ZÜL.AYDOĞDİ AP;MEHMET NURULLAH KARAKEÇİLİ;M.A.SUBAY;1;%3.66(1);72;2:54.43;3,05;
11;MELİHİN İZİ KG DB SK;6y d  a;ÖZHABER;AYTAŞI;56;H.ALTUNKILIÇ;ERKAN ŞİMŞEK;M.GÜNDÜZ;3;%11.45(4);78;2:54.45;6,50;
12;ESKİ KALELİ KG SK;5y d  a;SONALP;VİLDAN;60;Y.ÇELİKBAŞ;GALİP DOĞAN;MAHMUT DOĞAN;11;%11.94(3);74;3:00.06;7,60;
13;ŞEŞENSULTANI KG K;7y k  a;ŞİMŞEĞİNOĞLU;ÖZBEKCEYLAN;60;M.P.DEMİR AP;EMRAH CANPOLAT;M.A.SUBAY;8;%4.26(8);83;3:00.72;17,05;
14;TARGUTAY KG DB SK;6y d  a;YAMANER;KUZGUN;55 +2.00;M.ŞAKİR AP;MEHMET ALİ ÖZKAN;S.KARAKEÇİLİ;6;%10.36(5);74;3:02.91;9,00;
15;MUFUKCAN SK;7y k  a;EFEM;CANDEZİ;52;A.VURAL AP;HALİL YAPRAK;E.AÇMAZ;15 - DS;%1.76(11);59;3:06.67;36,85;
[(11)YALNIZ BABA,(5)ARAPÇELİK,(15)DEVRİALEM,] eküridir.GANYAN(4) :13,15 TL, İKİLİ(4/6) :31,20 TL, SIRALI İKİLİ(4/6) :88,90 TL, PLASE(4) :8,90 TL, PLASE(6) :2,60 TL, PLASE İKİLİ(4/13) :220,70 TL, PLASE İKİLİ(4/6) :7,40 TL, PLASE İKİLİ(6/13) :133,20 TL, SIRALI 5 Lİ BAHİS(4/6/13/11/3) :Bilen çıkmamıştır, 453,810.01 TL devretmiştir., TABELA BAHİS(4/6/13/11) :65.199,07 TL, TABELA BAHİS SIRASIZ(4/6/13/11) :1.470,60 TL, 1. ÇİFTE(4/4) :81,25 TL

3. Kosu :   22.00;ŞARTLI 3/Dişi; 3 Yaşlı İngilizler; 58.00kg; 1900m; Kum;;;;Rekor Derece :1.58.90
İkramiye;;;;;Yetiştirici Primi;;;;
1.)280.000 TL;2.)112.000 TL;3.)56.000 TL;4.)28.000 TL;5.)14.000 TL;1.)50.400 TL;2.)20.160 TL;3.)10.080 TL;4.)5.040 TL;5.)2.520 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ALTUNCAN SKG SK;3y d  d;EUPRHATES (USA);BIELLA STAR;61;H.ALTUNKILIÇ;İBRAHİM CANLIKA;B.DEMİRKAPU;2;%48.16(1);47;2:18.16;1,60;4,5 Boy
2;PİTON KIZ KG K DB;3y d  d;MER DE GLACE (JPN);PRAESEPE (GB);55;Ç.CANPOLAT AP;ERDAL YAVUZEL;İ.ATMACA;7;%2.66(8);32;2:18.96;26,00;2,5 Boy
3;MİRA CETİ SKG SK;3y d  d;SHAMALGAN (FR);ABOVE BOARD (FR);61;A.ÇANKAYA;FIRAT TEKİNALP;H.TEKİNALP;8;%8.83(4);38;2:19.44;8,90;17 Boy
4;LIGHT TO VICTORY DB SK;3y d  d;EPAULETTE (AUS);RUMEYSA;54 +1.70;R.KURT AP;MESUT AKBAŞ;M.GÜNDÜZ;3;%2.67(7);25;2:22.36;17,90;3 Boy
5;ÇEVİK PRENSES SK;3y d  d;TU BRUTUS (CHI);SIRIUS;56 +2.00;M.P.DEMİR AP;REFİK ÇEVİK;M.BULUÇ;5;%4.14(6);36;2:23.00;18,80;
6;ÜNLÜ EKİN KG DB SK;3y d  d;ÜNLÜOĞLU;CAN TITANIC;54;H.YÖNDEN AP;NADİRE ÜNLÜ;RES.KAYA;1;%5.57(5);38;2:29.40;16,40;
7;VITA BELLATRIX KG SK;3y d  d;BATTLEGROUND (USA);LAST HERNANDO;55 +2.00;M.ŞAKİR AP;CAN ÇAĞRI;H.TÜRKMAN;6;%16.59(2);36;2:30.38;4,45;
8;LADY SCREAM KG K DB;3y d  d;TILSIT (USA);ALÇİNİM;58;Y.ÇELİKBAŞ;CEVER KARAOĞLAN;E.AÇMAZ;4;%11.38(3);38;2:38.33;5,85;
GANYAN(1) :1,60 TL, İKİLİ(1/4) :20,65 TL, SIRALI İKİLİ(1/4) :31,05 TL, ÜÇLÜ BAHİS(1/4/2) :306,10 TL, PLASE(1) :1,55 TL, PLASE(4) :3,20 TL, 2. ÇİFTE(4/1) :28,45 TL

4. Kosu :   22.30;ŞARTLI 2/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1200m; Kum;;;;Rekor Derece :1.19.83
İkramiye;;;;;Yetiştirici Primi;;;;
1.)215.000 TL;2.)86.000 TL;3.)43.000 TL;4.)21.500 TL;5.)10.750 TL;1.)64.500 TL;2.)25.800 TL;3.)12.900 TL;4.)6.450 TL;5.)3.225 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GÜMÜŞÇELİK KG K DB;3y k  e;TEK YÜREK;TURBOŞİMŞEK;57 +2.00;M.P.DEMİR AP;GÖNÜL ÇELİK;E.AÇMAZ;1;%30.28(1);34;1:33.02;3,25;3 Boy
2;ELİFNAZ HANIM KG DB SK;3y a  d;BALALAYKA;ASİKIZ;55 +2.00;M.ŞAKİR AP;İZZETTİN SUNKAR;M.A.SUBAY;6;%7.86(4);32;1:33.49;8,90;1,5  Boy
3;ŞAH TUNALI KG K;3y k  e;TALİPHAN;YOLDAŞKIZI;55,5 +0.50;H.ALTUNKILIÇ;GÖNÜL ÇELİK;S.KARAKEÇİLİ;2;%2.35(1);7;1:33.76;3,25;5,5 Boy
4;URFA KAPLANI KG K DB;3y a  e;BALALAYKA;BAHAR YAĞMURU;52 +0.20;H.YÖNDEN AP;İBRAHİM H. BEYAZŞAHİN;M.ASLAN;8 - DS;%2.36(6);11;1:34.73;9,55;12 Boy
5;NECAT KG DB SK;3y a  e;ORHUNKAAN;ŞEVVALGÜLÜ;57;Ç.CANPOLAT AP;HÜSEYİN ÖZKAN;S.KARAKEÇİLİ;7;%5.48(5);31;1:36.58;13,85;
6;TİGRİS HANIM KG K;3y k  d;BİLDENHAN;FERAYE;55 +2.00;A.ÇANKAYA;MEHMET DEMİRKAPI;E.AÇMAZ;5;%18.19(3);26;1:36.77;5,35;
7;ATEŞKARTAL KG DB SK;3y k  e;ORHUNKAAN;GAKKOŞKIZ;57;Y.ÇELİKBAŞ;FERAT CANPOLATLI;MAHMUT DOĞAN;4;%32.29(2);35;1:53.51;1,90;
8;CAN EMİR CAN KG DB GKR;3y a  e;AKARÇAY;TOŞURABLA;50 +0.90;M.T.ERTAL AP;CEVER KARAOĞLAN;E.AÇMAZ;3;%1.19(7);6;1:57.53;25,55;
[(1)GÜMÜŞÇELİK,(7)ŞAH TUNALI,] eküridir.GANYAN(1) :3,25 TL, İKİLİ(1/4) :18,75 TL, SIRALI İKİLİ(1/4) :27,00 TL, ÜÇLÜ BAHİS(1/4/7) :465,90 TL, PLASE(1) :2,20 TL, PLASE(4) :1,90 TL, 3. ÇİFTE(1/1,7) :7,10 TL

5. Kosu :   23.00;ŞARTLI 4/Y1; 3 ve Yukarı İngilizler; 54.50kg; 60.00 kg; 60.00 kg; 1700m; Kum;;;;Rekor Derece :1.45.39
İkramiye;;;;;Yetiştirici Primi;;;;
1.)350.000 TL;2.)140.000 TL;3.)70.000 TL;4.)35.000 TL;5.)17.500 TL;1.)63.000 TL;2.)25.200 TL;3.)12.600 TL;4.)6.300 TL;5.)3.150 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DAYWALKER KG DB SK;5y d  a;TIZWAY (USA);LADY MARTA (USA);54;R.YILDIZ;ŞEYHMUS KARAKAN;At Sahibi;3;%6.99(6);64;1:59.23;4,85;4 Boy
2;ORTAK GÜÇ KG DB SK;5y d  a;TU BRUTUS (CHI);VELVET;62;R.KURT;AZİZ KARAKEÇİLİ;S.KARAKEÇİLİ;4;%5.21(8);70;1:59.89;17,70;3,5 Boy
3;SELANİK PRENSİ DB SK;5y d  a;MENDIP (USA);ŞEMMAME;55;K.C.ABİŞ;FERİDUN AKYAVUZ;MEHM.KAYA;6;%19.58(2);76;2:00.52;4,25;Yarım Boy
4;CALIBRATION SK;7y d  a;TEMPLE CITY* (USA);AMIZZEN GRACE (USA);57;İ.AKIN;ABDULVEHAP AKDAĞ;MEHM.KAYA;1;%13.55(3);83;2:00.61;6,35;Yarım Boy
5;CHAIN BREAKER KG DB SK;7y a  a;APPROVE (IRE);ONDÖRTBAHAR;60;C.YILDIRIM;HÜSEYİN ÇELİK;S.KARAKEÇİLİ;9 - DS;%11.73(4);79;2:00.73;9,40;
6;SPEEDING BULLET SKG SK;4y d  a;APPROVE (IRE);LADY MAXIMA;57;ZÜL.AYDOĞDİ;FIRAT TEKİNALP;H.TEKİNALP;2;%24.44(1);63;2:00.77;3,70;
7;MY INVENTION KG DB SK;5y d  a;VICTORY GALLOP (CAN);CELERITAS;54;A.VURAL;NEDİM KARAKEÇİ;Z.AKDEMİR;7 - DS;%3.28(9);67;2:01.23;14,30;
8;LAST SYMPHONY KG SK;4y d  a;AVERY ISLAND (USA);DONT BLAME ME;58;M.T.ERTAL;HALİT DEMİRKAPU;B.DEMİRKAPU;5;%9.02(5);78;2:01.34;6,80;
9;GRACİAS SİNYOR DB SK;6y k  a;NATIVE KHAN (FR);DRY CLEANER;56;H.YÖNDEN;ADEM AKTAŞ;MEHM.KAYA;8 - DS;%6.19(7);82;2:09.59;11,35;
GANYAN(8) :4,85 TL, İKİLİ(1/8) :66,20 TL, SIRALI İKİLİ(8/1) :106,85 TL, ÜÇLÜ BAHİS(8/1/6) :1.740,50 TL, PLASE(1) :7,75 TL, PLASE(8) :3,65 TL, 4. ÇİFTE(1,7/8) :51,10 TL

6. Kosu :   23.30;ŞARTLI 19/Dişi; 2 Yaşlı İngilizler; 57.00kg; 1200m; Kum;;;;Rekor Derece :1.10.63
İkramiye;;;;;Yetiştirici Primi;;;;
1.)395.000 TL;2.)158.000 TL;3.)79.000 TL;4.)39.500 TL;5.)19.750 TL;1.)118.500 TL;2.)47.400 TL;3.)23.700 TL;4.)11.850 TL;5.)5.925 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DAUGHTER OF VICTOR KG SK;2y d  d;AYRTON;IRMAK SULTAN;55 +1.30;Y.ÇELİKBAŞ;FETHİ ÇİZİK;V.ÇİZİK;8;%4.34(7);13;1:22.75;14,65;1,5  Boy
2;VALENTINE GIRL KG K;2y d  d;CİHANIM;WONDER SEA;52 +1.80;K.C.ABİŞ AP;MAHMUT SİNANLI;M.BULUÇ;15 - DS;%3.7(8);22;1:22.98;22,80;Boyun
3;LOVESICK GRILS SK;2y a  d;HEP BERABER;JUMHURIYA (IRE);55 +0.80;H.ALTUNKILIÇ;HALİL KARAKEÇİ;Z.AKDEMİR;12;%29.98(1);;1:23.01;2,65;8,5 Boy
4;ANGEL OF DONYA K;2y d  d;ANGEL OF DEATH;DONYA LASTVA;57;A.ÇANKAYA;AHMET YEŞİLYAPRAK;Z.AKDEMİR;14 - DS;%18.99(2);25;1:24.43;4,25;1 Boy
5;PINAR KG K;2y d  d;KIRDEMİRKIR;PRENSES MONICA;54 +0.50;R.KURT AP;ABDULLAH TEKİNALP;H.TEKİNALP;6;%9.43(4);;1:24.62;5,35;
6;MAYBE FOR US DB SKG SK;2y d  d;CATAPULT (USA);LILYANTUS;51;M.T.ERTAL AP;MESUT AKBAŞ;M.GÜNDÜZ;5;%0.74(14);7;1:24.76;53,45;
7;SECRET GIRL KG SK;2y d  d;ELARQAM (GB);LADY KITTEN (USA);53 +2.00;C.YILDIRIM AP;CEMİL ÇİZİK;V.ÇİZİK;9;%6.68(5);22;1:24.80;18,80;
8;GENERAL MARCELLA KG K;2y d  d;NOBEL PRIZE (IRE);NIGHTINGALE;55 +2.00;M.ŞAKİR AP;MEHMET ALBAYRAK;Y.BAYSAL;11;%12.91(3);;1:25.20;8,35;
9;KUMSAL STAR KG DB SK;2y a  d;KING OF THE SUN;ÖZAYSUZANSUZİ;52 +0.50;H.YÖNDEN AP;İSA ÖZKAN;E.AÇMAZ;2;%1.27(11);9;1:25.36;42,80;
10;MERYEMCAN KG DB SK;2y d  d;SHARPA;MY LEFT SIDE;51;ZÜL.AYDOĞDİ AP;MUSTAFA SUSEN;İ.ATMACA;3;%0.94(13);;1:25.64;66,55;
11;VOOYASUB SKG SK;2y d  d;GENERAL QUARTERS (USA);ZAMANE;53 +1.10;Ç.CANPOLAT AP;FUAT ŞİMŞEK;İ.ATMACA;1;%5.07(6);23;1:26.68;12,75;
12;SHOT HILL KG SK;2y d  d;TRAPPE SHOT (USA);KIZIL TÜRE;51 +0.80;R.YILDIZ AP;HÜSEYİN DİLBER;E.ALTIN;10;%0.65(10);;1:28.75;28,75;
13;OTTO MOYE DB SK;2y d  d;LION KING;OKO MOYE;57 +2.00;M.P.DEMİR AP;MURAT AZİZOĞLU;E.AÇMAZ;4;%1.15(12);;1:29.13;39,90;
14;MY ŞEKERİM SK;2y d  d;MENDIP (USA);LADY OF PARTHENIA;54 +1.40;İ.AKIN AP;CENGİZ ALTIN;E.ALTIN;13;%2.64(9);9;1:31.54;16,75;
15;ZEHRA HİRA KG SK;2y d  d;LION KING;DUYGUER;52;A.VURAL AP;HÜSEYİN DİLBER;E.ALTIN;7;%1.51(10);22;1:31.72;28,75;
[(15)SHOT HILL,(12)ZEHRA HİRA,] eküridir.GANYAN(4) :14,65 TL, 6'LI GANYAN(4/4/1/1,7/8/4) :142.866,35 TL, 5'Lİ GANYAN(4/1/1,7/8/4) :27.064,12 TL, 4'LÜ GANYAN(1/1,7/8/4) :2.019,93 TL, 3'LÜ GANYAN(1,7/8/4) :1.086,80 TL, İKİLİ(4/10) :96,85 TL, SIRALI İKİLİ(4/10) :196,95 TL, PLASE(10) :15,55 TL, PLASE(4) :11,30 TL, PLASE İKİLİ(4/10) :52,20 TL, PLASE İKİLİ(4/6) :25,10 TL, PLASE İKİLİ(6/10) :34,60 TL, SIRALI 5 Lİ BAHİS(4/10/6/1/9) :69.907,12 TL, TABELA BAHİS(4/10/6/1) :7.894,05 TL, TABELA BAHİS SIRASIZ(4/10/6/1) :55,80 TL, 5. ÇİFTE(8/4) :181,95 TL

