Ankara;(40. Yarış Günü);21/07/2026
1. Kosu :   14.00;SATIŞ 3/DHÖW; 4 ve Yukarı Araplar; 57.50kg; 60.00 kg; 2000m; Kum;;;;Rekor Derece :2.21.13
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)151.200 TL;2.)60.480 TL;3.)30.240 TL;4.)15.120 TL;5.)7.560 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;İSKİT ALP KG K;5y a  a;SEMEND;KÜÇÜK SELİN;53 +2.00;M.G.ARSLAN;İMAT BOZDOĞANLI;AYC.POLAT;2;%2.84(7);68;2:26.49;26,50;Burun
2;GÜÇLÜ PRENS DB SKG SK;6y a  a;GÜNTAY;ÇELA;58;V.ABİŞ;ERKAN GENÇEL;M.ATAL;7;%18.69(2);94;2:26.50;4,85;2 Boy
3;ŞAFAK BEY KG DB;5y k  a;TAMERİNOĞLU;BALCI;55 +2.00;M.AKYAVUZ;MURAT YILDIZ;M.KORKMAZ;6;%14.19(3);78;2:26.83;6,15;5 Boy
4;DIRAXTER KG K;5y k  a;ŞİMŞEĞİNOĞLU;İÇİMSU;53 +0.20;E.ÇİZİK;EMİN ÇELİK;M.DEMİROL;4;%2.63(8);70;2:27.76;19,65;1,5  Boy
5;SÜKANBEY KG DB SK GKR;4y a  a;ANKA;ÖZDİLBER;57,5;SAL.ÇELİK;NURCAN ŞİMŞEK;Y.UÇAR;3;%7.1(6);67;2:28.06;11,10;
6;SAĞLAMCAN KG K DB;6y a  a;ALTAHA;SEVDAMSIN CAN;59;M.S.ÇELİK;MUHARREM CAN;A.R.YILDIZ;1;%34.12(1);94;2:28.07;1,90;
7;IRMAK SU KG DB SK GKR;6y k k;SARRAF;NESİBE ABLA;56 +0.80;A.KURŞUN;H.BASRİ TÜMÖZ;E.ACER;8 - DS;%8.47(5);81;2:28.48;8,40;
8;YENERSULTAN KG SK;9y a k;KAIZBERT (RU);SÖNMEZ SULTAN;56 +1.10;H.ÇİZİK;SONGÜL TEKİNALP;İ.ÇEÇAN;5;%11.96(4);100;2:32.67;6,70;
GANYAN(8) :26,50 TL, İKİLİ(2/8) :54,70 TL, SIRALI İKİLİ(8/2) :140,05 TL

2. Kosu :   14.30;ŞARTLI 3; 2 Yaşlı İngilizler; 57.00kg; 1300m; Kum;;;;Rekor Derece :1.18.63
İkramiye;;;;;Yetiştirici Primi;;;;
1.)470.000 TL;2.)188.000 TL;3.)94.000 TL;4.)47.000 TL;5.)23.500 TL;1.)141.000 TL;2.)56.400 TL;3.)28.200 TL;4.)14.100 TL;5.)7.050 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BEAUTIFUL LIGHT KG DB SK;2y d  e;KLIMT (USA);STORM LIGHT;59;M.AKYAVUZ;UĞUR KURTULUŞ;E.PUL;3;%82.55(1);41;1:23.89;1,10;6,5 Boy
2;YELLOW LION KG DB SK;2y d  e;SMART ROBIN (JPN);SUNNY FACE;54 +1.50;V.ABİŞ;SEMRA ERKUŞ;O.BULUT;2;%11.06(2);26;1:24.91;3,75;10 Boy
3;OKLOHAMA SK;2y d  d;EPAULETTE (AUS);SEA AND VICTORY;52 +1.60;M.KESKİN;GÜLİZAR YANIK;M.DOLAK;4;%2.17(3);28;1:26.61;10,30;4,5 Boy
4;RAŞAMO KG DB SK;2y d  e;NOBEL PRIZE (IRE);ZAHENDA (GB);54 +0.10;E.ÇİZİK;VAHİT TURAN;EK.TURAN;5;%0.84(4);14;1:27.35;14,35;
5;HERANİ KG K (Koşmaz);2y d  e;BODEMEISTER (USA);WILAYA (USA);55;SAL.ÇELİK;MUHAMMED SAİD AKSOY;KE.YILMAZ;1;%3.38(5);;Koşmaz;;
GANYAN(1) :1,10 TL, SIRALI İKİLİ(1/4) :1,40 TL, 1. ÇİFTE(8/1) :39,60 TL

3. Kosu :   15.00;Handikap 15 /H1; 3 Yaşlı İngilizler; kg; 1200m; Çim;;;;Rekor Derece :1.08.94
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;HAVACI DB SK;3y d  e;BODYGUARD HERO (USA);MASHKA (IRE);58;E.ÇİZİK;FEDAİ KAHRAMAN;Y.ŞİMŞEK;4;%26.44(1);47;1:10.14;2,50;5 Boy
2;TUVA SK;3y d  e;ULAN BATOR;GOSTİVARLI;61,5;A.KURŞUN;EMRAH KİSBU;U.KULAK;3;%18.63(3);54;1:10.89;3,50;Boyun
3;WOLF ŞAHİN DB SK;3y d  e;GOOD CURRY;KAVAZAR;57,5;V.ABİŞ;MEHMET EMRE HADİOĞLU;İ.KÖROĞLU;8 - DS;%20.4(2);46;1:10.91;4,25;1,5  Boy
4;SIEGREICH KG DB SK;3y d  e;BLAZE TO WIN;LAİK KIZ;55 +0.30;M.KIYAK AP;METİN GÜNDAY;S.GÜRKAN;1;%13.24(4);45;1:11.15;6,35;2 Boy
5;SECTUMSEMPRA SK;3y d  d;TOROK (IRE);DELUX CAT;57;U.TEMUR;ALİ RIZA KÖSEALİ;HÜS.TEKİNALP;5;%4.58(7);45;1:11.39;15,15;
6;TIWAZ DB SKG SK;3y a  e;APPROVE (IRE);STENELLA;55,5;MÜS.ÇELİK;SELÇUK DEMİR;O.BULUT;2;%7.31(6);42;1:11.42;10,35;
7;BARBOOM DB SK;3y d  d;NATIVE KHAN (FR);İMMİ İMMİ;57;M.UYAR AP;FAKİ ARDA ÖZLEN;İB.B.OĞULLARI;6;%7.61(5);51;1:11.81;15,00;
8;GİZLİ KAHRAMAN DB SKG SK;3y d  e;NOBEL PRIZE (IRE);RÜZGAR BORA;54 +0.10;M.KESKİN;ATİLLA SERİNER;M.TEK;7;%1.79(8);39;1:12.66;31,90;
GANYAN(3) :2,50 TL, İKİLİ(1/3) :5,25 TL, SIRALI İKİLİ(3/1) :8,20 TL, ÜÇLÜ BAHİS(3/1/4) :60,50 TL, PLASE(1) :1,05 TL, PLASE(3) :1,05 TL, 2. ÇİFTE(1/3) :2,55 TL

4. Kosu :   15.30;Handikap 14/DHÖW /H1; 4 ve Yukarı Araplar; kg; 2000m; Kum;;;;Rekor Derece :2.21.13
İkramiye;;;;;Yetiştirici Primi;;;;
1.)470.000 TL;2.)188.000 TL;3.)94.000 TL;4.)47.000 TL;5.)23.500 TL;1.)84.600 TL;2.)33.840 TL;3.)16.920 TL;4.)8.460 TL;5.)4.230 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BÜYÜKSULTAN KG DB SK;4y d  a;ÖZGÜNHAN;NEVRA;52,5;M.A.SOLMAZ;ESİN SULTAN KEPME;V.YILDIRIM;3;%13.64(4)  %15.09(3);37;2:27.80;5,75;2 Boy
2;RÜZGARSU KG DB SK;4y k  a;TAMERİNOĞLU;YEDİİKLİM;58,5;M.T.COŞKUN AP;AHMET KAYA;HÜS.KAYA;5;%14.33(3)  %12.21(4);55;2:28.16;8,65;Yarım Boy
3;BOĞAZİÇİ BEYİ KG DB;4y a  a;ORÇUN;KIZILGÜNEŞ;61,5;M.S.ÇELİK;BURAK GÖKTÜRK;İS.TEKİNALP;9;%18.37(2)  %17.74(2);55;2:28.24;5,05;4,5 Boy
4;FERAT KG DB SK;4y k  a;KURUŞAĞA;KUZGUN;54,5 +0.30;M.N.SUNKAR;FİDAN GÜVEN ;A.GÜVEN;1;%25.2(1)  %28.7(1);41;2:29.03;2,40;Yarım Boy
5;KURUÇAY DB SKG SK;5y a k;SONALP;ERVAGÜL;55,5;SERH.ÇELİK AP;SUAT BAYBURAN;T.BİRİCİK;8;%10.76(5)  %9.79(5);44;2:29.11;7,35;
6;VETCİHAN KG K;4y a  a;ABUŞ;GÜLATEŞİ;52 +0.60;R.KURT AP;D.DENİZ KANAR;M.GÜNEŞ;6;%1.49(9)  %1.42(9);36;2:29.25;19,35;
7;TÜRKÖREN KG DB SK;4y a k;GÜMBÜRGÜMBÜR;HAYDE;51 +2.00;M.KESKİN;MÜSLÜM ŞİMŞEK;Y.UÇAR;10 - DS;%4.39(7)  %4.45(7);32;2:32.85;15,95;
8;TERKEN HATUN KG DB SK;4y a k;ANKA;NİMETİM;60;E.ÇİZİK;İLYAS ŞAHİN;HAS.YILDIRIM;2;%8.33(6)  %7.45(6);52;2:38.96;10,50;
9;UÇAN KAFKASLI KG DB SK;7y a  a;KAIZBERT (RU);UÇANKINALI;60;S.YAZICIOĞLU AP;İBRAHİM KAYA;RAM. KAYA;7;%2.15(8)  %1.98(8);53;2:43.67;17,20;
10;DEMİRDÖVEN KIZI KG K;5y a k;DEMİRDÖVEN;PERİNİN KIZI;55 +0.50;M.KIYAK AP;BEKİR ÜNLÜ;MER.KORKMAZ;4;%1.35(10)  %1.16(10);41;2:45.32;30,15;
GANYAN(8) :5,75 TL, İKİLİ(2/8) :19,25 TL, SIRALI İKİLİ(8/2) :30,45 TL, 3. ÇİFTE(3/8) :17,60 TL

5. Kosu :  MOUNTAIN CAT KOŞUSU 16.00;ŞARTLI 1; 2 Yaşlı İngilizler; 57.00kg; 1300m; Çim;;;;Rekor Derece :1.15.91
İkramiye;;;;;Yetiştirici Primi;;;;
1.)835.000 TL;2.)334.000 TL;3.)167.000 TL;4.)83.500 TL;5.)41.750 TL;1.)250.500 TL;2.)100.200 TL;3.)50.100 TL;4.)25.050 TL;5.)12.525 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;LITTLE NORTH KG K DB SK;2y a  e;KUZEY KAFKASYALI;PRENSES BEGÜM;57 +0.10;M.AKYAVUZ;EBRU DAĞ;Y.UÇAR;4;%2.37(8)  %2.2(8);;1:19.01;13,85;3 Boy
2;ETERNAL WOLF SK;2y d  d;KING DAVID (USA);NORTH WEST;55 +1.30;F.R.BEBEK;SEMRA ERKUŞ;O.BULUT;6;%16.76(2)  %19.2(2);;1:19.48;3,40;2 Boy
3;COSE DELLA VITA SK;2y d  d;HARRY ANGEL (IRE);LADY GUINEVERE (GB);55 +0.20;H.KARATAŞ;İSHAK ŞAHİN;M.DOLAK;11;%38.6(1)  %40.17(1);;1:19.79;2,20;2,5 Boy
4;ROCINANTE DB SK;2y d  e;EPAULETTE (AUS);ALIA ISLAND (USA);57;M.S.ÇELİK;ŞEREF ERDİK;O.BULUT;7;%7.53(5)  %7.71(5);;1:20.16;13,65;1 Boy
5;KING BERKE KG SK;2y d  e;TOROK (IRE);TOUCH OF CLASS;57;SAL.ÇELİK;ERKAN SÜSLÜ;A.ÇIKMAN;5;%11.02(3)  %9.92(3);;1:20.33;5,40;
6;REDBAD KG K;2y d  e;ROMANISED (IRE);FOUR NOTES (GB);57 +0.70;E.ÇANKAYA;OKAN MALGİL;S.AKYAVUZ;10;%3.53(7)  %3.4(7);;1:22.31;22,05;
7;VELARİS DB SKG SK;2y d  e;MYBOYCHARLIE (IRE);KARBELLA;57 +0.20;H.ÇİZİK;BİROL SÖKMEN;İ.ÇEÇAN;8;%4.85(6)  %4.62(6);;1:23.30;19,30;
8;JUNIOR PASCHA KG SK;2y d  e;ULAN BATOR;İDİL;57;M.N.SUNKAR;HAZAR KAYA;Y.ARİ;2;%2.03(10)  %1.68(10);;1:24.43;34,55;
9;KUZEY PENÇESİ DB SKG SK;2y d  e;TIGER MOTH (IRE);EGERIA;57 +0.20;M.G.ARSLAN;ONUR EMRE GÜL;İ.ÇEÇAN;1;%2.29(9)  %2.16(9);;1:29.26;33,90;
10;BY FURY SKG SK;2y d  e;SUPER SAVER (USA);TATVAN GÜLÜ;57;A.KURŞUN;BÜLENT ÇİZMECİ;İ.ÇEÇAN;9;%8.8(4)  %8.36(4);;1:29.92;9,85;
11;SUSIE Q DB SK (Koşmaz);2y d  d;KANEKO;DATIA (IRE);55;V.ABİŞ;TOLGA KARAKARTAL;İB.B.OĞULLARI;3;%2.22(11)  %0.58(11);;Koşmaz;;
GANYAN(5) :13,85 TL, 1. 3'LÜ GANYAN(3/8/5) :1.172,50 TL, İKİLİ(5/10) :52,35 TL, SIRALI İKİLİ(5/10) :123,40 TL, ÜÇLÜ BAHİS(5/10/9) :2.132,30 TL, PLASE(10) :2,30 TL, PLASE(5) :11,00 TL, PLASE İKİLİ(5/10) :25,10 TL, PLASE İKİLİ(5/9) :18,70 TL, PLASE İKİLİ(9/10) :3,10 TL, 4. ÇİFTE(8/5) :107,75 TL

6. Kosu :   16.30;KV-8/DHT; 4 Yaşlı Araplar; 58.00kg; 1500m; Kum;;;;Rekor Derece :1.42.39
İkramiye;;;;;Yetiştirici Primi;;;;
1.)1.130.000 TL;2.)452.000 TL;3.)226.000 TL;4.)113.000 TL;5.)56.500 TL;1.)271.200 TL;2.)108.480 TL;3.)54.240 TL;4.)27.120 TL;5.)13.560 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SERT KALELİ KG SK;4y a  a;SONALP;AYSEDEF;59;S.KAYA;FIRAT KÖKSAL;S.TURAN;6;%24.78(1)  %24.97(1);90;1:45.41;2,55;6 Boy
2;CEVAHİRKAN KG SK;4y a  a;ÖZGÜNHAN;ŞİRİNE;58 +0.10;M.S.ÇELİK;SEMİH KATI;M.DOLAK;1;%15.82(4)  %16.16(4);92;1:46.48;4,30;Yarım Boy
3;ADANA BEYİ KG K;4y k  a;TAMERİNOĞLU;SERENDAZ;59;H.KARATAŞ;EROL YÜCEL;M.KORKMAZ;3;%19(2)  %19.53(2);90;1:46.58;3,10;1 Boy
4;TEYAR KG DB SK;4y k  a;KURUŞAĞA;DÜRİYE HANIM;58;E.ÇİZİK;FİDAN GÜVEN ;A.GÜVEN;7 - DS;%2(7)  %1.69(7);59;1:46.73;18,50;Burun
5;AZER IN MY HEART KG DB SK;4y a  a;DİLİRAN;AZERİN;58;A.KURŞUN;ALEV ATAŞ;S.GÜRKAN;5;%12.47(5)  %11.69(5);89;1:46.74;6,00;
6;MUHLİF BABA KG K;4y k  a;SERHANTAY;TUMBULCÜLFE;59;V.ABİŞ;SEDAT SUBAY;M.A.SUBAY;4;%18.9(3)  %19.1(3);93;1:49.48;6,45;
7;ŞİMŞEKKIRAN KG DB SK;4y k  a;ORÇUN;TEMAŞA;59;E.ÇANKAYA;C.AHMET ÇUKUROVA;RAM. KAYA;2;%7.02(6)  %6.87(6);89;1:51.46;9,50;
GANYAN(3) :2,55 TL, 1. 6'LI GANYAN(8/1,2/3/8/5/3) :138.114,12 TL, 1. 5'Lİ GANYAN(1,2/3/8/5/3) :5.343,15 TL, İKİLİ(3/6) :7,05 TL, SIRALI İKİLİ(3/6) :14,10 TL, ÜÇLÜ BAHİS(3/6/1) :99,60 TL, 5. ÇİFTE(5/3) :135,40 TL

7. Kosu :   17.00;ŞARTLI 4; 3 ve Yukarı İngilizler; 55.00kg; 60.00 kg; 60.00 kg; 1200m; Kum;;;;Rekor Derece :1.12.68
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;NIGHTFLYERS KG DB SK;4y a  a;SIDNEY'S CANDY (USA);ANOTHERMOUTHTOFEED (USA);59;M.UYAR AP;ARZU GÜNEŞ;V.YILDIRIM;5;%20.05(3);86;1:14.50;4,45;8,5 Boy
2;MAVİ TOPAZ SK;4y d  a;KANEKO;ZALASULTAN;60;M.AKYAVUZ;BİRSEN AKTAŞ;M.ÖRTÜNÇ;3;%21.12(2);73;1:16.02;4,30;1,5  Boy
3;TALE OF THE DREAM KG DB;5y d  a;AIR VICE MARSHAL (USA);INFAMOUS (IRE);60;M.KIYAK AP;SELİM YILDIZ;R.TAŞDELEN;1;%32.1(1);91;1:16.30;2,25;At Başı
4;GENERAL SHERMAN KG DB SK;4y d  a;RECOLETOS (FR);MIGHTY SHULAMMITE (IRE);52 +1.60;M.BAL AP;UMUT ÇİÇEK;C.B.SERİNER;4;%1.03(7);53;1:16.30;15,95;5,5 Boy
5;GALİBEY KG DB SK;4y d  a;POWERSCOURT (GB);GERÇEK DÖRTÇEKER;56 +1.00;SAL.ÇELİK;HÜSEYİN KÖKLÜ;S.KAN;2;%9.96(5);84;1:17.25;7,75;
6;YES GRASYAS KG SK;4y a  a;LION HEART (USA);SİELA;60;MÜS.ÇELİK;İ.HALİL KAN;S.KAN;7;%13.18(4);75;1:17.28;5,60;
7;KUPA AVCISI DB SKG SK BB;4y d  a;ARMY MULE (USA);STREETHEART (USA);57;M.KESKİN;M.DİLAN TAN;Ö.F.TAN;6;%2.56(6);48;1:23.51;13,15;
GANYAN(1) :4,45 TL, İKİLİ(1/3) :5,95 TL, SIRALI İKİLİ(1/3) :13,40 TL, ÜÇLÜ BAHİS(1/3/2) :31,50 TL, ÜÇLÜ BAHİS(1/3/7) :360,00 TL, 6. ÇİFTE(3/1) :15,80 TL

8. Kosu :   17.30;Handikap 15/Dişi /H1; 3 ve Yukarı İngilizler; kg; 1900m; Çim;;;;Rekor Derece :1.53.13
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;HIZKESEN DB SK;3y d  d;BUSHRANGER (IRE);BALAHATUN;54;E.ÇİZİK;SEYDİ AKYILDIRIM;E.ÇETİNKURT;2;%17.06(3);44;1:59.17;4,80;Boyun
2;ALPHECCA DB SK;3y d  d;KING DAVID (USA);NEW SURAL;52 +1.50;M.KESKİN;FEDAİ KAHRAMAN;MÜC.KAYA;10;%5.9(6);40;1:59.19;15,30;Baş
3;HENNAS SPOON KG DB SK;3y d  d;KLIMT (USA);LAMBOURN;61,5;A.KURŞUN;ÖMER FARUK YASAK;İB.B.OĞULLARI;5;%27.09(1);59;1:59.22;2,35;Burun
4;SOUTHERN SECRET DB SKG SK;3y d  d;KANEKO;İPEK SU;51,5 +0.70;M.A.SOLMAZ;ESİN SULTAN KEPME;V.YILDIRIM;9;%9.75(5);39;1:59.23;9,05;Yarım Boy
5;ZEYREK SK;3y d  d;MER DE GLACE (JPN);FAST TURTLE;61;V.ABİŞ;ATİLA ÖZKAN;HAS.YILDIRIM;8;%17.85(2);58;1:59.33;4,55;
6;DOĞAN AYŞE SK;4y d k;GOOD CURRY;ZAHİDE HANIM;60;M.AKYAVUZ;MUSTAFA DOĞAN;C.KATI;1;%2.57(8);45;1:59.92;27,30;
7;MY BLUE HEAVEN K;4y d k;INVINCIBLE SON (IRE);BAKLAVA (IRE);61;M.KIYAK AP;AYŞEGÜL KURTEL;C.DEMİR;7;%13.24(4);51;1:59.97;7,00;
8;EURO POWER SKG SK;5y d k;DAREDEVIL (USA);DICARA (GER);59;H.ÇİZİK;ARZU KEMİKOĞULLARI;M.ATAL;4;%4.45(7);43;2:00.54;15,00;
9;FALCONGIRL KG K;4y d k;MY FREEDOM;INCREDIBLE TOUCH;50,5 +2.00;R.KURT AP;ZELİHA ŞAHİN;C.GÜVEN;6;%1.41(9);32;2:00.66;25,30;
10;KEMALS ELF KG DB SK;3y k  d;NATIVE KHAN (FR);FUDGE THE VALLEY;52 +0.30;M.UYAR AP;ŞEHMUZ KURT;Y.ÇAĞLAR;3;%0.68(10);28;2:02.62;37,40;
GANYAN(6) :4,80 TL, İKİLİ(6/7) :29,55 TL, SIRALI İKİLİ(6/7) :52,20 TL, ÜÇLÜ BAHİS(6/7/1) :479,90 TL, PLASE(6) :2,55 TL, PLASE(7) :4,65 TL, PLASE İKİLİ(1/6) :4,00 TL, PLASE İKİLİ(1/7) :18,20 TL, PLASE İKİLİ(6/7) :12,50 TL, 7. ÇİFTE(1/6) :20,75 TL

9. Kosu :  MOUNTAIN CAT KOŞUSU 18.00;ŞARTLI 1; 2 Yaşlı İngilizler; 57.00kg; 1300m; Çim;;;;Rekor Derece :1.15.91
İkramiye;;;;;Yetiştirici Primi;;;;
1.)835.000 TL;2.)334.000 TL;3.)167.000 TL;4.)83.500 TL;5.)41.750 TL;1.)250.500 TL;2.)100.200 TL;3.)50.100 TL;4.)25.050 TL;5.)12.525 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ROYAL DYNASTY SK;2y d  e;KING DAVID (USA);ELİF HATUN;57;M.S.ÇELİK;KURTCA KAVAS;O.BULUT;11 - DS;%31.15(2);;1:18.44;3,00;1,5  Boy
2;NON MOLLARE SKG SK;2y d  e;SATONO ARES (JPN);SHANTI (GER);57 +0.20;H.ÇİZİK;ÜMİT CAN;F.KİP;2;%12.05(3);;1:18.67;8,10;3,5 Boy
3;VOOBAHR KG K;2y d  e;MYBOYCHARLIE (IRE);ROYAL SUN;57 +1.00;S.KAYA;ALİ RIZA KÖSEALİ;HÜS.TEKİNALP;1;%37.55(1);;1:19.18;1,80;11 Boy
4;LADY ŞAMPİRA KG K;2y d  d;AUTHORIZED (IRE);LADY SINOPE;55 +1.30;A.KURŞUN;HİDAYET KAŞDAN;M.ÖZYİĞİT;7;%6.69(4);;1:21.19;10,90;2 Boy
5;PIPO DAYI SK;2y d  e;APPROVE (IRE);WIN THE LADY;57;E.ÇİZİK;D.DENİZ KANAR;M.GÜNEŞ;3;%2(7);;1:21.48;26,30;
6;FORZA DEL DESTINO K DB;2y d  d;INVINCIBLE SON (IRE);JOVOVICH;55 +2.00;SAL.ÇELİK;SERKAN KAYALAR;N.ESEN;4;%5.27(5);;1:21.88;13,40;
7;MİR KARAN KG SK;2y d  e;AUTHORIZED (IRE);OHIOGOZAIMAS;57;M.N.SUNKAR;HAZAR KAYA;Y.ARİ;6;%1.11(8);;1:24.16;36,85;
8;HELL ANGEL KG SK;2y d  d;CATAPULT (USA);BUTTERFLY GIRL;55 +0.30;M.KIYAK AP;ALPAY IŞIK;Y.ÇAĞLAR;10;%0.71(10);;1:24.85;45,75;
9;REGISTA KG K GKR;2y d  e;VICTOIRE PISA (JPN);AMBUSHER;57;M.KESKİN;BÜLENT ÇİZMECİ;İ.ÇEÇAN;8;%1(9);;1:27.11;30,00;
10;STAR FACE KG K;2y d  e;BODEMEISTER (USA);SPECTACULAR SWORD;57 +0.20;M.G.ARSLAN;R.İLAYDA KAŞDAN;M.ÖZYİĞİT;5;%2.38(6);;1:28.72;22,65;
11;BABYFACED ASSASSIN KG K (Koşmaz);2y d  e;BUSHRANGER (IRE);SMART LADY;57;M.AKYAVUZ;MURATCAN KANAR;E.ACER;9;%0.09(11);;Koşmaz;;
GANYAN(6) :3,00 TL, 7'Lİ PLASE(1,3/2,8/5,10/3,6/1,3/6,7/3,6) :1.540,50 TL, 2. 6'LI GANYAN(8/5/3/1/6/6) :108.257,62 TL, 2. 5'Lİ GANYAN(5/3/1/6/6) :16.657,57 TL, 4'LÜ GANYAN(3/1/6/6) :392,35 TL, 2. 3'LÜ GANYAN(1/6/6) :108,20 TL, İKİLİ(3/6) :7,90 TL, SIRALI İKİLİ(6/3) :13,40 TL, ÜÇLÜ BAHİS(6/3/8) :68,30 TL Çıkan 1 Atla: 13,60 TL, PLASE(3) :2,65 TL, PLASE(6) :1,50 TL, PLASE İKİLİ(3/6) :4,10 TL, PLASE İKİLİ(3/8) :3,70 TL, PLASE İKİLİ(6/8) :3,30 TL, 8. ÇİFTE(6/6) :12,35 TL, 7'Lİ GANYAN(3/8/5/3/1/6/6) :256.058,20 TL

